IDPIF,SUPQUEMADA,MUERTOS,HERIDOS,COMUNIDAD,PROVINCIA,COMARCA,MUNICIPIO,LATITUD,LONGITUD,FECHA,TIME_CTRL,TIME_EXT,IDGRUPOCAUSA,CAUSA,PERSONAL,PESADOS,AEREOS,GASTOS_EXT,PERDIDAS
2007060308,389,0,0,EXTREMADURA,BADAJOZ,TENTUDIA,VALENCIA DEL VENTOSO,38.297942,-6.525938,8/11/2007,360,960,4,Provocados por venganzas,76,6,5,0,0
2003490136,388.64,0,0,CASTILLA Y LEON,ZAMORA,TABARA,FERRERUELA,41.717401,-6.050178,8/4/2003,455,1010,4,Sin datos,50,3,4,16692,304210
2005330447,387,0,0,ASTURIAS,ASTURIAS,EO-NAVIA,VALDÉS,43.520718,-6.389919,3/18/2005,2304,2524,4,Sin datos,45,3,4,0,127091
2002100287,386.1,0,0,EXTREMADURA,CACERES,IBORES-VILLUERCAS,LOGROSÁN,39.337536,-5.539484,8/2/2002,220,410,4,Sin datos,61,6,3,0,138996
2011300088,385.43,0,0,MURCIA,MURCIA,CENTRO-OESTE,CARTAGENA,37.611024,-0.81679,8/18/2011,3680,9533,4,Sin datos,589,37,13,0,0
2009160116,384.92,0,0,CASTILLA-MANCHA,CUENCA,SERRANIA MEDIA,FRESNEDA DE ALTAREJOS,39.959955,-2.30021,6/20/2009,1680,5930,3,MOTORES Y MÁQUINAS (COSECHADORAS),266,21,21,645616,0
2005323364,382,0,0,GALICIA,OURENSE,VERIN-VIANA,CUALEDRO,42.286367,-7.897906,8/22/2005,1650,1660,6,INCENDIO REPRODUCIDO,35,6,0,0,0
2002040044,381.75,0,0,ANDALUCIA,ALMERIA,SIERRA DE FILABRES,TAHAL,37.163557,-2.289222,6/26/2002,625,2815,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),190,5,8,23515,14207
2001060045,380,0,0,EXTREMADURA,BADAJOZ,LA SIBERIA,CASTILBLANCO,39.247126,-5.123561,6/25/2001,230,321,4,Sin datos,64,5,3,0,0
2002390162,380,0,0,CANTABRIA,CANTABRIA,COMARCA 4,CABUÉRNIGA,43.213966,-4.303078,1/26/2002,1050,1080,4,Provocados por pastores y ganaderos para regenerar el pasto,23,2,0,1627,20177
2008390150,380,0,0,CANTABRIA,CANTABRIA,COMARCA 10,SOBA,43.19793,-3.546782,2/15/2008,0,0,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,0,0,0,0,38543
2002200014,379.03,0,0,EUSKADI,GUIPUZCOA,DONOSTIALDEA,PASAIA,43.339963,-1.895974,1/27/2002,870,1020,4,Provocados por pastores y ganaderos para regenerar el pasto,21,1,0,0,0
2005340053,376,0,0,CASTILLA Y LEON,PALENCIA,BOEDO-OJEDA,VILLANUÑO DE VALDAVIA,42.516328,-4.523076,7/16/2005,745,855,3,MOTORES Y MÁQUINAS (COSECHADORAS),112,20,5,0,0
2008384003,375.67,0,0,CANARIAS,S.C. TENERIFE,LA GOMERA,VALLEHERMOSO,28.142787,-17.284426,4/26/2008,4292,99390,3,LÍNEAS ELÉCTRICAS,575,27,12,0,0
2011100482,375.26,0,0,EXTREMADURA,CACERES,AMBROZ-JERTE Y TIETAR,HERVÁS,40.259591,-5.794563,10/14/2011,2895,9975,4,Provocados por cazadores para facilitar la caza,156,17,18,0,0
2006330752,374,0,0,ASTURIAS,ASTURIAS,OVIEDO,BELMONTE DE MIRANDA,43.270324,-6.25168,3/27/2006,930,960,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),51,1,3,0,0
2010460118,373.42,0,0,C. VALENCIANA,VALENCIA,EL COMTAT,OTRA PROVINCIA,38.800719,-0.571055,9/6/2010,5635,10075,4,Sin datos,1124,51,45,0,141476
2001170061,372,0,0,CATALUÑA,GIRONA,BAIX EMPORDA,TORROELLA DE MONTGRÍ,42.103674,3.163274,6/19/2001,570,19200,4,Vandalismo,108,25,8,0,0
2004322405,370,0,0,GALICIA,OURENSE,A LIMIA,LOBEIRA,42.029577,-8.065,7/28/2004,1125,1675,4,Sin datos,30,9,10,0,167631
2005490021,370,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.099104,-6.943605,1/22/2005,3060,4260,4,Provocados por pastores y ganaderos para regenerar el pasto,8,0,0,0,0
2005240634,369.64,0,0,CASTILLA Y LEON,LEON,CANALES-LA MAGDALENA,RIELLO,42.80839,-6.019478,7/22/2005,856,3376,2,TRABAJOS FORESTALES,15,5,2,0,0
2004490423,369,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,42.00031,-6.81147,8/1/2004,1590,2550,4,Provocados por pastores y ganaderos para regenerar el pasto,54,3,3,0,0
2008240501,369,0,0,CASTILLA Y LEON,LEON,ASTORGA,MAGAZ DE CEPEDA,42.596821,-6.100911,8/31/2008,780,3040,2,QUEMA DE BASURA,169,11,8,0,0
2004320986,368,0,0,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,IRIXO,42.504114,-8.171992,3/28/2004,490,560,4,Sin datos,33,6,5,0,728527
2008240457,368,0,0,CASTILLA Y LEON,LEON,LA BAÑEZA,CASTRILLO DE LA VALDUERNA,42.324933,-6.109487,8/17/2008,611,1622,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,115,11,7,0,0
2006321055,366,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,CHANDREXA DE QUEIXA,42.21825,-7.369252,8/8/2006,7790,8900,4,Provocados por pastores y ganaderos para regenerar el pasto,22,0,0,0,0
2009321665,365,0,0,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,PIÑOR,42.53796,-8.059169,9/29/2009,1249,1512,5,CAUSA DESCONOCIDA,161,19,18,0,0
2003060185,362,0,0,EXTREMADURA,BADAJOZ,LA SERENA,CABEZA DEL BUEY,38.63744,-5.299203,7/3/2003,338,1243,4,Sin datos,150,13,0,0,0
2005362839,360,0,1,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,SALCEDA DE CASELAS,42.132854,-8.564016,8/19/2005,1870,1900,4,Provocados por pirómanos,76,7,4,40378,850993
2009490528,360,0,0,CASTILLA Y LEON,ZAMORA,ALCAÑICES,VILLALCAMPO,41.525001,-6.045814,8/28/2009,1150,3100,6,INCENDIO REPRODUCIDO,24,0,7,0,0
2002490325,359.66,0,0,CASTILLA Y LEON,ZAMORA,BERMILLO DE SAYAGO,VILLAR DEL BUEY,41.329502,-6.274419,8/19/2002,465,1275,4,Sin datos,89,4,6,0,0
2011100572,358.88,0,0,EXTREMADURA,CACERES,AMBROZ-JERTE Y TIETAR,COLLADO,40.033019,-5.656395,7/18/2011,810,4605,4,Sin datos,128,24,7,0,0
2003380026,357,0,0,CANARIAS,S.C. TENERIFE,EL HIERRO,FRONTERA,27.721786,-18.046123,8/7/2003,3080,4835,4,Sin datos,257,13,4,150000,0
2005362845,355.5,0,0,GALICIA,PONTEVEDRA,O CONDADO-A PARANDATA,MONDARIZ,42.197139,-8.420869,8/19/2005,2780,2830,4,Otras motivaciones,106,10,10,78533,507005
2001210078,355,0,0,ANDALUCIA,HUELVA,EL ANDEVALO,CERRO DE ANDÉVALO,37.744006,-6.951556,6/29/2001,645,1230,2,TRABAJOS FORESTALES,161,7,7,30075,46915
2004490313,355,0,0,CASTILLA Y LEON,ZAMORA,TABARA,TABARA,41.847454,-5.992568,6/18/2004,930,2700,2,TRABAJOS FORESTALES,109,9,6,0,968130
2006150952,353,0,0,GALICIA,A CORUÑA,FISTERRA,CARNOTA,42.804525,-9.119988,7/16/2006,1511,2835,4,Sin datos,120,17,7,0,490142
2011322357,353,0,0,GALICIA,OURENSE,VERIN-VIANA,RIÓS,41.977684,-7.220524,10/16/2011,3150,3856,4,Provocados por pirómanos,37,9,7,0,2661625
2005271136,352,0,0,GALICIA,LUGO,TERRA DE LEMOS,QUIROGA,42.558801,-7.111838,12/23/2005,1650,1800,4,Sin datos,29,7,1,0,0
2002330667,350,0,0,ASTURIAS,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.105118,-6.550733,2/2/2002,1350,1710,4,Provocados por pastores y ganaderos para regenerar el pasto,2,0,0,0,433907
2005240704,350,0,1,CASTILLA Y LEON,LEON,CISTIERNA,CREMENES,42.877336,-5.13048,8/16/2005,0,0,1,RAYO,48,0,7,0,0
2005323468,350,0,4,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,MELÓN,42.296521,-7.482124,8/30/2005,1665,3555,4,Sin datos,19,0,2,0,0
2006151004,350,0,0,GALICIA,A CORUÑA,BERGANTIÑOS-MARIÑAS COR,PONTECESO,43.278636,-8.929837,7/17/2006,1573,1742,1,RAYO,20,4,3,0,0
2006321054,350,0,0,GALICIA,OURENSE,VERIN-VIANA,CUALEDRO,41.978371,-7.565493,8/8/2006,1325,2145,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,52,9,2,0,41907
2006330787,350,0,4,ASTURIAS,ASTURIAS,NARCEA,TINEO,43.412985,-6.615229,3/29/2006,1171,1245,4,Provocados por pastores y ganaderos para regenerar el pasto,37,2,2,0,84210
2009240541,350,0,0,CASTILLA Y LEON,LEON,LA BAÑEZA,CASTROCONTRIGO,42.211744,-6.18868,7/17/2009,276,276,2,OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS),68,8,6,0,0
2009320522,350,0,0,GALICIA,OURENSE,A LIMIA,LOBEIRA,42.008664,-8.051769,3/22/2009,1412,1720,4,Provocados por cazadores para facilitar la caza,54,5,6,0,68830
2011490455,350,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PÍAS,42.116108,-6.928613,12/24/2011,420,2190,4,Provocados por cazadores para facilitar la caza,0,0,0,0,0
2003280215,348.85,0,9,MADRID,MADRID,TORRELAGUNA,BUSTARVIEJO,40.843873,-3.726999,8/5/2003,1385,2152,1,RAYO,270,33,12,0,0
2006361795,347.75,0,0,GALICIA,PONTEVEDRA,O CONDADO-A PARANDATA,CAÑIZA,42.183364,-8.29462,8/10/2006,720,930,4,Provocados por pirómanos,12,4,2,7590,263935
2011320443,347.69,0,0,GALICIA,OURENSE,A LIMIA,MUIÑOS,41.898028,-7.954409,3/10/2011,985,1320,4,Otras motivaciones,47,8,7,0,0
2001500089,347.66,0,0,ARAGON,ZARAGOZA,VALDEJALÓN,SANTA CRUZ DE GRÍO,41.374215,-1.422728,7/7/2001,760,2550,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),250,6,4,0,13823
2008490355,347.5,0,0,CASTILLA Y LEON,ZAMORA,ALCAÑICES,GALLEGOS DEL RIO,41.739583,-6.167823,8/30/2008,631,6230,2,OTRAS NEGLIGENCIAS (FUEGOS ARTIFICIALES),166,19,13,0,0
2002330693,345.5,0,0,ASTURIAS,ASTURIAS,NARCEA,ALLANDE,43.237675,-6.714285,2/2/2002,0,0,4,Provocados por pastores y ganaderos para regenerar el pasto,7,0,0,0,627697
2009030057,345,0,0,C. VALENCIANA,ALICANTE,LA MARINA ALTA,VALL D' ALCALÁ,38.796811,-0.26478,7/22/2009,1275,4240,2,OTRAS NEGLIGENCIAS (OTRAS),262,15,14,0,521107
2010070067,344.2,0,0,ILLES BALEARS,ILLES BALEARS,IBIZA,SANT JOAN DE LABRITJA,39.085297,1.458524,8/22/2010,4355,15975,2,HOGUERAS,427,22,21,0,0
2002330335,344,0,0,ASTURIAS,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.105118,-6.550733,1/29/2002,0,0,4,Provocados por pastores y ganaderos para regenerar el pasto,9,1,0,0,144786
2004290103,344,0,0,ANDALUCIA,MALAGA,ANTEQUERA,MOLLINA,37.175342,-4.682335,7/26/2004,3200,2905,2,FUMADORES,178,8,9,128557,537959
2005240485,344,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,PARAMO DEL SIL,42.824779,-6.490871,6/10/2005,4665,4785,1,RAYO,55,3,5,0,0
2011430019,342.09,0,0,CATALUÑA,TARRAGONA,ALT CAMP,RIBA,41.316329,1.170466,7/19/2011,869,3981,5,CAUSA DESCONOCIDA,388,60,16,0,0
2005152180,341,0,0,GALICIA,A CORUÑA,BARBANZA,NEGREIRA,42.896306,-8.862552,8/22/2005,1685,1715,4,Otras motivaciones,69,9,4,0,0
2005363088,340.8,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,CALDAS DE REIS,42.565364,-8.727658,8/22/2005,820,1820,4,Provocados por pastores y ganaderos para regenerar el pasto,87,9,5,13430,529308
2001370100,340,0,0,CASTILLA Y LEON,SALAMANCA,BEJAR,S ESTEBAN DE LA SIERRA,40.515158,-5.875352,8/12/2001,540,1830,4,Sin datos,157,7,7,0,12533
2003240057,340,0,0,CASTILLA Y LEON,LEON,LA BAÑEZA,LUYEGO,42.336686,-6.235262,4/3/2003,2430,2520,3,MANIOBRAS MILITARES,20,1,0,0,0
2003370120,340,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,PERALEJOS DE ARRIBA,41.010174,-6.311379,8/10/2003,240,1500,1,RAYO,95,8,2,0,26050
2006151763,340,0,0,GALICIA,A CORUÑA,BARBANZA,RIBEIRA,42.630339,-8.983743,8/9/2006,1000,2595,4,Otras motivaciones,57,9,0,0,1087577
2006490042,340,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,LUBIAN,42.053199,-6.921548,2/11/2006,2310,2490,4,Sin datos,35,0,1,2001,0
2005450241,338,0,0,CASTILLA-MANCHA,TOLEDO,MONTES DE NAVAHERMOSA,SAN PABLO DE LOS MONTES,39.519807,-4.267859,8/16/2005,1620,4500,4,Provocados por cazadores para facilitar la caza,199,26,9,0,188448
2006030103,338,0,0,C. VALENCIANA,ALICANTE,LA MARINA ALTA,VALL DE GALLINERA,38.848145,-0.20499,9/14/2006,2150,2885,4,Sin datos,69,6,13,0,47197
2007490109,338,0,0,CASTILLA Y LEON,ZAMORA,BERMILLO DE SAYAGO,BERMILLO DE SAYAGO,41.380144,-6.162011,7/31/2007,250,1790,4,Provocados por cazadores para facilitar la caza,126,14,7,0,0
2002210093,337.1,0,0,ANDALUCIA,HUELVA,EL CONDADO,MANZANILLA,37.466946,-6.464262,7/15/2002,448,1196,4,Provocados por cazadores para facilitar la caza,166,17,20,24374,181273
2004151577,337,0,0,GALICIA,A CORUÑA,BARBANZA,NEGREIRA,42.868342,-8.827147,6/15/2004,2675,3083,4,Sin datos,29,7,3,0,243886
2006361453,336.73,0,0,GALICIA,PONTEVEDRA,DEZA-TABEIROS,LALÍN,42.729268,-8.144463,8/4/2006,1170,1815,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,64,14,1,17007,697740
2005110087,335.68,0,0,ANDALUCIA,CADIZ,CAMPO DE GIBRALTAR,SAN ROQUE,36.206621,-5.366359,6/27/2005,2415,3705,2,OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS),375,14,11,0,0
2005322969,335,0,0,GALICIA,OURENSE,A LIMIA,XINZO DE LIMIA,42.363966,-7.520661,8/18/2005,910,3100,4,Sin datos,59,7,4,0,0
2005120005,334,0,0,C. VALENCIANA,CASTELLON,LA PLANA ALTA,CABANES,40.189468,0.189503,1/24/2005,1275,2385,4,Provocados por pirómanos,34,4,4,0,0
2005151825,332.87,0,0,GALICIA,A CORUÑA,FERROL,NEDA,43.506013,-8.11102,8/15/2005,1510,3010,4,Otras motivaciones,114,12,11,0,0
2006230120,332.5,0,0,ANDALUCIA,JAEN,SIERRA MAGINA,JÓDAR,37.836607,-3.373023,8/21/2006,1180,1530,2,QUEMA DE BASURA,180,6,10,0,0
2009490516,332,0,0,CASTILLA Y LEON,ZAMORA,TABARA,FERRERUELA,41.787807,-5.960393,8/23/2009,1291,2691,4,Provocados por cazadores para facilitar la caza,99,11,3,0,0
2004100258,330.82,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,ALCUÉSCAR,39.20358,-6.294048,6/30/2004,378,707,3,MOTORES Y MÁQUINAS (SIN ESPECIFICAR),50,3,4,0,0
2009490549,330.68,0,0,CASTILLA Y LEON,ZAMORA,ALCAÑICES,FIGUERUELA DE ARRIBA,41.884987,-6.567848,9/3/2009,625,2550,4,Provocados para ahuyentar animales (lobos - jabalíes),93,7,5,0,0
2002390092,330,0,0,CANTABRIA,CANTABRIA,COMARCA 4,CABUÉRNIGA,43.213966,-4.303078,1/26/2002,1710,1770,4,Provocados por pastores y ganaderos para regenerar el pasto,22,0,0,5190,40320
2004322255,330,0,0,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,CENLLE,42.377029,-8.099946,7/24/2004,5105,5865,4,Sin datos,46,43,13,0,999088
2005323139,330,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,AMOEIRO,42.2711,-7.527212,8/21/2005,5270,5920,2,OTRAS NEGLIGENCIAS (OTRAS),54,8,7,0,0
2006320997,330,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,VILAMARÍN,42.467823,-7.896565,8/6/2006,3205,6630,4,Sin datos,152,8,4,0,180486
2011490169,329.02,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PÍAS,42.097387,-6.947148,4/17/2011,543,1363,4,Sin datos,34,1,5,0,0
2006490231,329,0,0,CASTILLA Y LEON,ZAMORA,TABARA,RIOFRIO DE ALISTE,41.838669,-6.181838,8/31/2006,600,3720,4,Sin datos,168,17,10,30419,0
2001060207,328.86,0,0,EXTREMADURA,BADAJOZ,LA SERENA,DON BENITO,39.056444,-0.100205,7/23/2001,700,1720,5,CAUSA DESCONOCIDA,39,5,4,0,0
2002330684,327,0,0,ASTURIAS,ASTURIAS,EO-NAVIA,GRANDAS DE SALIME,43.197695,-6.900797,2/2/2002,0,0,6,INCENDIO REPRODUCIDO,11,1,0,0,615684
2011322383,327,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,ESGOS,42.30823,-7.694281,10/16/2011,2808,5233,4,Provocados por pirómanos,58,10,0,0,129763
2002470044,326.61,0,0,CASTILLA Y LEON,VALLADOLID,QUINTANILLA DE ONESIMO,VALBUENA DE DUERO,41.664669,-4.28223,7/27/2002,505,624,3,MOTORES Y MÁQUINAS (SIN ESPECIFICAR),64,16,4,3549,30048
2011240502,325.68,0,0,CASTILLA Y LEON,LEON,LA VECILLA-LA ROBLA,CARMENES,42.992793,-5.606358,10/2/2011,3310,6219,4,Sin datos,96,6,11,0,0
2011331475,325.51,0,0,ASTURIAS,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.112588,-6.696091,10/16/2011,2274,2480,4,Sin datos,20,0,0,0,0
2002151839,325,0,0,GALICIA,A CORUÑA,SANTIAGO-MESETA INTERIOR,TEO,42.791858,-8.570143,8/31/2002,1805,3140,4,Provocados por pastores y ganaderos para regenerar el pasto,105,14,14,0,202306
2006390319,325,0,0,CANTABRIA,CANTABRIA,COMARCA 10,ARREDONDO,43.269255,-3.63252,3/26/2006,1290,1380,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),8,0,0,317,2816
2011390181,325,0,0,CANTABRIA,CANTABRIA,COMARCA 10,SOBA,43.19793,-3.546782,2/11/2011,1050,1110,4,Provocados por pastores y ganaderos para regenerar el pasto,4,0,0,0,50744
2005440144,324.5,0,2,ARAGON,TERUEL,CUENCAS MINERAS,CAÑIZAR DEL OLIVAR,40.816989,-0.614413,7/17/2005,1170,2940,2,FUMADORES,226,16,8,0,136053
2005410092,323.87,0,0,ANDALUCIA,SEVILLA,SIERRA NORTE,GUILLENA,37.631891,-6.076981,7/29/2005,475,2555,3,LÍNEAS ELÉCTRICAS,142,10,13,0,0
2007490134,321.3,0,0,CASTILLA Y LEON,ZAMORA,ALCAÑICES,SAMIR DE LOS CAÑOS,41.678214,-6.20705,8/5/2007,471,1700,4,Sin datos,47,9,10,0,0
2001060299,321,0,0,EXTREMADURA,BADAJOZ,BADAJOZ-CENTRO,MÉRIDA,39.06145,-6.400159,7/2/2001,400,400,5,CAUSA DESCONOCIDA,68,13,4,0,0
2011360758,320.68,0,0,GALICIA,PONTEVEDRA,O CONDADO-A PARANDATA,CAÑIZA,42.182727,-8.263519,6/26/2011,1600,3755,5,CAUSA DESCONOCIDA,209,7,9,60393,646903
2005290149,320.66,0,0,ANDALUCIA,MALAGA,COSTA DEL SOL,CASARES,36.388996,-5.242998,7/4/2005,580,2320,3,LÍNEAS ELÉCTRICAS,480,18,10,116268,5855
2010090101,320.04,0,0,CASTILLA Y LEON,BURGOS,MIRANDA DE EBRO,CONDADO DE TREVIÑO,42.729722,-2.711304,8/26/2010,417,8614,2,OTRAS NEGLIGENCIAS (OTRAS),242,73,11,0,0
2002250008,320,0,0,CATALUÑA,LLEIDA,VAL D ARAN,NAUT ARAN,42.711144,0.888648,1/29/2002,1035,2215,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),18,3,1,0,0
2006151568,320,0,0,GALICIA,A CORUÑA,BARBANZA,PORTO DO SON,42.727798,-8.953266,8/6/2006,2445,2625,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,112,2,0,0,912886
2007321043,320,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,CHANDREXA DE QUEIXA,42.337391,-7.351149,11/10/2007,1641,2306,4,Provocados por pastores y ganaderos para regenerar el pasto,49,4,2,0,97306
2008490234,320,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,TREFACIO,42.144238,-6.66408,4/6/2008,865,1545,4,Provocados por pastores y ganaderos para regenerar el pasto,34,1,5,0,0
2009370310,320,0,0,CASTILLA Y LEON,SALAMANCA,CIUDAD RODRIGO,OTRA PROVINCIA,40.840151,-6.829383,8/19/2009,480,2580,2,QUEMA DE MATORRAL (SIN ESPECIFICAR),214,5,12,0,0
2011390545,320,0,0,CANTABRIA,CANTABRIA,COMARCA 10,SOBA,43.19793,-3.546782,4/8/2011,2040,2730,4,Provocados por pastores y ganaderos para regenerar el pasto,4,0,1,18,50198
2007430104,319.9,0,5,CATALUÑA,TARRAGONA,BAIX CAMP,MONT-ROIG DEL CAMP,41.041803,0.931361,7/4/2007,1751,3662,3,LÍNEAS ELÉCTRICAS,302,71,10,0,0
2009240616,317.9,0,0,CASTILLA Y LEON,LEON,RIAÑO,BOCA DE HUERGANO,42.990581,-4.931518,8/17/2009,5133,5133,4,Sin datos,95,4,17,0,0
2006361716,317.45,0,0,GALICIA,PONTEVEDRA,DEZA-TABEIROS,ESTRADA,42.612224,-8.482779,8/8/2006,6340,6700,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,41,7,3,22716,0
2001210135,316.92,0,1,ANDALUCIA,HUELVA,EL ANDEVALO,SANTA BÁRBARA DE CASA,37.762579,-7.152621,8/4/2001,420,450,4,Provocados por venganzas,98,5,7,0,95184
2005361301,316,0,0,GALICIA,PONTEVEDRA,O CONDADO-A PARANDATA,PONTEAREAS,42.175055,-8.457649,3/18/2005,835,925,4,Provocados por pirómanos,44,13,3,18867,612648
2011110030,314.85,0,0,ANDALUCIA,CADIZ,CAMPO DE GIBRALTAR,SAN ROQUE,36.217869,-5.369145,7/6/2011,1990,2691,4,Provocados por pastores y ganaderos para regenerar el pasto,347,14,11,0,0
2011321880,314,1,0,GALICIA,OURENSE,VERIN-VIANA,MONTERREI,42.008758,-7.473927,10/2/2011,1704,5945,5,CAUSA DESCONOCIDA,93,11,12,0,518694
2006152167,313,0,0,GALICIA,A CORUÑA,BARBANZA,PADRÓN,42.767427,-8.587411,8/9/2006,635,975,4,Sin datos,2,0,0,0,438355
2003130098,311.5,0,0,CASTILLA-MANCHA,CIUDAD REAL,PASTOS,PUERTOLLANO,38.650994,-4.058867,7/29/2003,600,1740,5,CAUSA DESCONOCIDA,101,12,6,0,3028512
2001180151,310,0,2,ANDALUCIA,GRANADA,SIERRA NEVADA (GR),PINOS GENIL,37.164196,-3.522072,8/24/2001,635,945,2,QUEMA DE BASURA,234,12,12,0,104179
2011271111,310,0,0,GALICIA,LUGO,TERRA CHA,RIBEIRA DE PIQUÍN,43.177472,-7.186732,10/23/2011,730,1600,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,106,15,1,0,2352868
2009240276,308.29,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,PERANZANES,42.842498,-6.68069,3/22/2009,973,1211,4,Sin datos,12,1,2,0,0
2008490346,308,0,0,CASTILLA Y LEON,ZAMORA,BERMILLO DE SAYAGO,FARIZA,41.361763,-6.286676,8/28/2008,4305,6075,3,MOTORES Y MÁQUINAS (VEHÍCULOS LIGEROS Y PESADOS),102,14,12,0,0
2007100126,307,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,RUANES,39.345549,-6.002754,7/13/2007,170,545,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,79,11,5,0,0
2003370101,306.6,0,0,CASTILLA Y LEON,SALAMANCA,GUIJUELO,MEMBRIBE DE LA SIERRA,40.704704,-5.796907,8/5/2003,210,1635,3,LÍNEAS ELÉCTRICAS,152,10,0,0,12353
2008390257,305,0,0,CANTABRIA,CANTABRIA,COMARCA 8,VEGA DE PAS,43.151207,-3.764632,2/8/2008,2820,2880,4,Provocados por pastores y ganaderos para regenerar el pasto,10,0,0,77,65466
2005040083,301.35,0,0,ANDALUCIA,ALMERIA,SIERRA NEVADA  (AL),BEIRES,37.01801,-2.774853,8/10/2005,340,2665,2,ESCAPE DE VERTEDERO,212,13,10,88044,5882
2004270457,300.69,0,0,GALICIA,LUGO,TERRA DE LEMOS,QUIROGA,42.488449,-7.246583,6/6/2004,1520,1660,1,RAYO,136,18,3,6850,61831
2009110055,300.28,0,0,ANDALUCIA,CADIZ,CAMPO DE GIBRALTAR,TARIFA,36.104907,-5.769352,7/18/2009,4323,13398,4,Sin datos,530,30,24,0,0
2001151636,300,0,0,GALICIA,A CORUÑA,FISTERRA,CAMARIÑAS,43.175314,-9.147731,9/9/2001,1630,1980,4,Sin datos,96,7,7,0,1045125
2001220044,300,0,0,ARAGON,HUESCA,LA JACETANIA,JACA,42.574719,-0.549664,8/1/2001,2845,4260,1,RAYO,79,2,3,84,1200066
2002100518,300,0,0,EXTREMADURA,CACERES,AMBROZ-JERTE Y TIETAR,VILLANUEVA DE LA VERA,40.147615,-5.441887,7/2/2002,3930,8510,5,CAUSA DESCONOCIDA,182,18,13,0,0
2002240074,300,0,0,CASTILLA Y LEON,LEON,TRUCHAS,TRUCHAS,42.268979,-6.414877,3/21/2002,360,360,4,Provocados por pastores y ganaderos para regenerar el pasto,11,0,0,0,0
2003100109,300,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,ALCÁNTARA,39.625779,-6.998314,6/12/2003,515,845,3,MOTORES Y MÁQUINAS (SIN ESPECIFICAR),35,2,1,0,0
2004390018,300,0,0,CANTABRIA,CANTABRIA,COMARCA 10,ARREDONDO,43.269255,-3.63252,2/3/2004,3145,3235,5,CAUSA DESCONOCIDA,8,0,0,294,0
2005490681,300,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PÍAS,42.097883,-6.971082,8/15/2005,9810,10169,2,OTRAS NEGLIGENCIAS (OTRAS),37,0,4,24746,0
2006240451,300,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,VILLAFRANCA DEL BIERZO,42.701857,-6.807451,9/8/2006,5938,6418,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),67,5,5,0,0
2009060101,300,0,0,EXTREMADURA,BADAJOZ,BADAJOZ-CENTRO,FUENTE DEL MAESTRE,38.505385,-6.414141,7/29/2009,670,5950,4,Provocados por cazadores para facilitar la caza,46,0,3,0,0
2009320526,300,0,0,GALICIA,OURENSE,A LIMIA,XINZO DE LIMIA,42.012449,-7.775213,3/22/2009,928,1405,5,CAUSA DESCONOCIDA,49,6,2,0,115637
